,Nb defined years,Series Code,Short definition
1002,352,UIS.EA.S1.AG25T99.M,"The percentage of male population (age 25 and over) with incomplete primary as the highest level of educational attainment. This indicator is calculated by dividing the number of males aged 25 years and above with incomplete primary education by the total male population of the same age group and multiplying the result by 100. The UNESCO Institute for Statistics (UIS) educational attainment dataset shows the educational composition of the population aged 25 years and above and hence the stock and quality of human capital within a country. The dataset also reflects the structure and performance of the education system and its accumulated impact on human capital formation. For more information, visit the UNESCO Institute for Statistics website: http://www.uis.unesco.org/"
1003,349,UIS.T.5.B.F,
1004,346,UIS.EA.4.AG25T99.F,"The percentage of female population (age 25 and over) with completed post-secondary education (ISCED 4) as the highest level of educational attainment. This indicator is calculated by dividing the number of females aged 25 years and above who completed post-secondary education as the highest level of educational attainment by the total female population of the same age group and multiplying the result by 100. The UNESCO Institute for Statistics (UIS) educational attainment dataset shows the educational composition of the population aged 25 years and above and hence the stock and quality of human capital within a country. The dataset also reflects the structure and performance of the education system and its accumulated impact on human capital formation. For more information, visit the UNESCO Institute for Statistics website: http://www.uis.unesco.org/"
1005,346,UIS.EA.4.AG25T99.M,"The percentage of male population (age 25 and over) with completed post-secondary education (ISCED 4) as the highest level of educational attainment. This indicator is calculated by dividing the number of males aged 25 years and above who completed post-secondary education as the highest level of educational attainment by the total male population of the same age group and multiplying the result by 100. The UNESCO Institute for Statistics (UIS) educational attainment dataset shows the educational composition of the population aged 25 years and above and hence the stock and quality of human capital within a country. The dataset also reflects the structure and performance of the education system and its accumulated impact on human capital formation. For more information, visit the UNESCO Institute for Statistics website: http://www.uis.unesco.org/"
1006,346,UIS.EA.4.AG25T99,"The percentage of population (age 25 and over) with completed post-secondary education (ISCED 4) as the highest level of educational attainment. This indicator is calculated by dividing the number of persons aged 25 years and above who completed post-secondary education as the highest level of educational attainment by the total population of the same age group and multiplying the result by 100. The UNESCO Institute for Statistics (UIS) educational attainment dataset shows the educational composition of the population aged 25 years and above and hence the stock and quality of human capital within a country. The dataset also reflects the structure and performance of the education system and its accumulated impact on human capital formation. For more information, visit the UNESCO Institute for Statistics website: http://www.uis.unesco.org/"
1007,346,UIS.REPR.2.GPV.G4.M,
1008,345,UIS.REPR.2.GPV.G4.F,
1009,344,OECD.TSAL.1.E0,"Starting salaries refer to the average scheduled gross salary per year for a full-time teacher with the minimum training necessary to be fully qualified at the beginning of the teaching career. Salaries are in equivalent USD converted using PPPs for private consumption. Statutory salaries refer to scheduled salaries according to official pay scales, while actual salaries refer to the average annual salary earned by a full-time teacher. The salaries reported are gross (total sum paid by the employer) less the employer’s contribution to social security and pension, according to existing salary scales. Salaries are “before tax”, i.e. before deductions for income tax. Teachers’ salaries are one component of teachers’ total compensation. Other benefits, such as regional allowances for teaching in remote areas, family allowances, reduced rates on public transport and tax allowances on the purchase of cultural materials, may also form part of teachers’ total remuneration. There are also large differences in taxation and social-benefits systems in OECD countries. All this should be borne in mind when comparing statutory salaries across countries. Data after 2009 is not comparable to data for 2009 and before due to changes in methodology. For more information, consult the OECD's Education at a Glance website: http://www.oecd.org/edu/eag.htm"
1010,342,UIS.DR.2.GPV.G3.M,
1011,342,UIS.TRTP.0.GPI,
1012,341,UIS.PTRHC.2.TRAINED,
1013,339,OECD.TSAL.1.ETOP,"Top of scale salaries reported refer to the scheduled maximum annual salary of a full-time classroom teacher with the minimum training to be fully qualified for the job. Salaries are in equivalent USD converted using PPPs for private consumption. Statutory salaries refer to scheduled salaries according to official pay scales, while actual salaries refer to the average annual salary earned by a full-time teacher. The salaries reported are gross (total sum paid by the employer) less the employer’s contribution to social security and pension, according to existing salary scales. Salaries are “before tax”, i.e. before deductions for income tax. Teachers’ salaries are one component of teachers’ total compensation. Other benefits, such as regional allowances for teaching in remote areas, family allowances, reduced rates on public transport and tax allowances on the purchase of cultural materials, may also form part of teachers’ total remuneration. There are also large differences in taxation and social-benefits systems in OECD countries. All this should be borne in mind when comparing statutory salaries across countries. Data after 2009 is not comparable to data for 2009 and before due to changes in methodology. For more information, consult the OECD's Education at a Glance website: http://www.oecd.org/edu/eag.htm"
1014,339,UIS.XSPENDP.4.FDPUB.FNCUR,
1015,338,OECD.TSAL.2.E0,"Starting salaries refer to the average scheduled gross salary per year for a full-time teacher with the minimum training necessary to be fully qualified at the beginning of the teaching career. Salaries are in equivalent USD converted using PPPs for private consumption. Statutory salaries refer to scheduled salaries according to official pay scales, while actual salaries refer to the average annual salary earned by a full-time teacher. The salaries reported are gross (total sum paid by the employer) less the employer’s contribution to social security and pension, according to existing salary scales. Salaries are “before tax”, i.e. before deductions for income tax. Teachers’ salaries are one component of teachers’ total compensation. Other benefits, such as regional allowances for teaching in remote areas, family allowances, reduced rates on public transport and tax allowances on the purchase of cultural materials, may also form part of teachers’ total remuneration. There are also large differences in taxation and social-benefits systems in OECD countries. All this should be borne in mind when comparing statutory salaries across countries. Data after 2009 is not comparable to data for 2009 and before due to changes in methodology. For more information, consult the OECD's Education at a Glance website: http://www.oecd.org/edu/eag.htm"
1016,337,OECD.TSAL.1.E15,"Salaries after 15 years of experience refer to the scheduled annual salary of a full-time classroom teacher with the minimum training necessary to be fully qualified plus 15 years of experience. Salaries are in equivalent USD converted using PPPs for private consumption. Statutory salaries refer to scheduled salaries according to official pay scales, while actual salaries refer to the average annual salary earned by a full-time teacher. The salaries reported are gross (total sum paid by the employer) less the employer’s contribution to social security and pension, according to existing salary scales. Salaries are “before tax”, i.e. before deductions for income tax. Teachers’ salaries are one component of teachers’ total compensation. Other benefits, such as regional allowances for teaching in remote areas, family allowances, reduced rates on public transport and tax allowances on the purchase of cultural materials, may also form part of teachers’ total remuneration. There are also large differences in taxation and social-benefits systems in OECD countries. All this should be borne in mind when comparing statutory salaries across countries. Data after 2009 is not comparable to data for 2009 and before due to changes in methodology. For more information, consult the OECD's Education at a Glance website: http://www.oecd.org/edu/eag.htm"
1017,335,OECD.TSAL.3.E0,"Starting salaries refer to the average scheduled gross salary per year for a full-time upper secondary teacher (general programs only) with the minimum training necessary to be fully qualified at the beginning of the teaching career. Salaries are in equivalent USD converted using PPPs for private consumption. Statutory salaries refer to scheduled salaries according to official pay scales, while actual salaries refer to the average annual salary earned by a full-time teacher. The salaries reported are gross (total sum paid by the employer) less the employer’s contribution to social security and pension, according to existing salary scales. Salaries are “before tax”, i.e. before deductions for income tax. Teachers’ salaries are one component of teachers’ total compensation. Other benefits, such as regional allowances for teaching in remote areas, family allowances, reduced rates on public transport and tax allowances on the purchase of cultural materials, may also form part of teachers’ total remuneration. There are also large differences in taxation and social-benefits systems in OECD countries. All this should be borne in mind when comparing statutory salaries across countries. Data after 2009 is not comparable to data for 2009 and before due to changes in methodology. For more information, consult the OECD's Education at a Glance website: http://www.oecd.org/edu/eag.htm"
1018,334,PRJ.ATT.2529.1.FE,
1019,334,PRJ.ATT.2529.1.MF,
1020,334,PRJ.ATT.2529.2.FE,
1021,334,PRJ.ATT.2529.2.MA,
1022,334,PRJ.ATT.2529.2.MF,
1023,334,PRJ.ATT.2529.S1.FE,
1024,334,PRJ.ATT.2529.3.FE,
1025,334,PRJ.ATT.2529.3.MF,
1026,334,PRJ.ATT.2529.3.MA,
1027,334,PRJ.ATT.2529.4.FE,
1028,334,PRJ.ATT.2529.4.MA,
1029,334,PRJ.ATT.2529.4.MF,
1030,334,PRJ.ATT.2529.NED.FE,
1031,334,PRJ.ATT.2529.NED.MA,
1032,334,PRJ.ATT.2529.NED.MF,
1033,334,PRJ.ATT.2529.1.MA,
1034,334,PRJ.ATT.2064.3.MF,
1035,334,PRJ.ATT.2064.S1.MF,
1036,334,PRJ.ATT.2064.3.MA,
1037,334,PRJ.ATT.2529.S1.MF,
1038,334,PRJ.ATT.2064.1.MF,
1039,334,PRJ.ATT.2064.2.FE,
1040,334,PRJ.ATT.2064.2.MA,
1041,334,PRJ.ATT.2064.2.MF,
1042,334,PRJ.ATT.2064.3.FE,
1043,334,PRJ.ATT.2064.4.FE,
1044,334,PRJ.ATT.2064.S1.MA,
1045,334,PRJ.ATT.2064.4.MA,
1046,334,PRJ.ATT.2064.4.MF,
1047,334,PRJ.ATT.2064.NED.FE,
1048,334,PRJ.ATT.2064.NED.MA,
1049,334,PRJ.ATT.2064.NED.MF,
1050,334,PRJ.ATT.2064.S1.FE,
1051,334,PRJ.ATT.2529.S1.MA,
1052,334,PRJ.ATT.4064.NED.MA,
1053,334,PRJ.ATT.25UP.1.FE,
1054,334,PRJ.ATT.25UP.1.MA,
1055,334,PRJ.ATT.4064.1.MF,
1056,334,PRJ.ATT.4064.2.FE,
1057,334,PRJ.ATT.4064.2.MA,
1058,334,PRJ.ATT.4064.2.MF,
1059,334,PRJ.ATT.4064.3.FE,
1060,334,PRJ.ATT.4064.3.MA,
1061,334,PRJ.ATT.4064.3.MF,
1062,334,PRJ.ATT.4064.4.FE,
1063,334,PRJ.ATT.4064.4.MA,
1064,334,PRJ.ATT.4064.4.MF,
1065,334,PRJ.ATT.4064.NED.FE,
1066,334,PRJ.ATT.2064.1.FE,
1067,334,PRJ.ATT.4064.NED.MF,
1068,334,PRJ.ATT.4064.S1.FE,
1069,334,PRJ.ATT.4064.S1.MA,
1070,334,PRJ.ATT.4064.1.MA,
1071,334,PRJ.ATT.4064.1.FE,
1072,334,PRJ.ATT.25UP.S1.MF,
1073,334,PRJ.ATT.25UP.3.MF,
1074,334,PRJ.ATT.25UP.1.MF,
1075,334,PRJ.ATT.25UP.2.FE,
1076,334,PRJ.ATT.25UP.2.MA,
1077,334,PRJ.ATT.25UP.2.MF,
1078,334,PRJ.ATT.25UP.3.FE,
1079,334,PRJ.ATT.25UP.3.MA,
1080,334,PRJ.ATT.25UP.4.FE,
1081,334,PRJ.ATT.25UP.S1.MA,
1082,334,PRJ.ATT.25UP.4.MA,
1083,334,PRJ.ATT.25UP.4.MF,
1084,334,PRJ.ATT.25UP.NED.FE,
1085,334,PRJ.ATT.25UP.NED.MA,
1086,334,PRJ.ATT.25UP.NED.MF,
1087,334,PRJ.ATT.25UP.S1.FE,
1088,334,PRJ.ATT.2064.1.MA,
1089,334,PRJ.ATT.2024.2.MA,
1090,334,PRJ.ATT.2039.S1.MF,
1091,334,PRJ.ATT.15UP.S1.MA,
1092,334,PRJ.ATT.15UP.1.FE,
1093,334,PRJ.ATT.15UP.1.MA,
1094,334,PRJ.ATT.15UP.1.MF,
1095,334,PRJ.ATT.15UP.2.FE,
1096,334,PRJ.ATT.15UP.2.MA,
1097,334,PRJ.ATT.15UP.2.MF,
1098,334,PRJ.ATT.15UP.3.FE,
1099,334,PRJ.ATT.15UP.3.MA,
1100,334,PRJ.ATT.15UP.3.MF,
1101,334,PRJ.ATT.15UP.4.FE,
1102,334,PRJ.ATT.15UP.4.MA,
1103,334,PRJ.ATT.15UP.4.MF,
1104,334,PRJ.ATT.15UP.NED.FE,
1105,334,PRJ.ATT.15UP.NED.MA,
1106,334,PRJ.ATT.15UP.NED.MF,
1107,334,PRJ.ATT.1519.S1.MF,
1108,334,PRJ.ATT.1519.S1.MA,
1109,334,PRJ.ATT.1519.S1.FE,
1110,334,PRJ.ATT.1519.3.FE,
1111,334,PRJ.ATT.1519.1.FE,
1112,334,PRJ.ATT.1519.1.MA,
1113,334,PRJ.ATT.1519.1.MF,
1114,334,PRJ.ATT.1519.2.FE,
1115,334,PRJ.ATT.1519.2.MA,
1116,334,PRJ.ATT.1519.2.MF,
1117,334,PRJ.ATT.1519.3.MA,
1118,334,PRJ.ATT.1519.NED.MF,
1119,334,PRJ.ATT.1519.3.MF,
1120,334,PRJ.ATT.1519.4.FE,
1121,334,PRJ.ATT.1519.4.MA,
1122,334,PRJ.ATT.1519.4.MF,
1123,334,PRJ.ATT.1519.NED.FE,
1124,334,PRJ.ATT.1519.NED.MA,
1125,334,PRJ.ATT.15UP.S1.FE,
1126,334,PRJ.ATT.15UP.S1.MF,
1127,334,PRJ.ATT.2039.S1.MA,
1128,334,PRJ.ATT.2024.1.FE,
1129,334,PRJ.ATT.2039.1.MA,
1130,334,PRJ.ATT.2039.1.MF,
1131,334,PRJ.ATT.2039.2.FE,
1132,334,PRJ.ATT.2039.2.MA,
1133,334,PRJ.ATT.2039.2.MF,
1134,334,PRJ.ATT.2039.3.FE,
1135,334,PRJ.ATT.2039.3.MA,
1136,334,PRJ.ATT.2039.3.MF,
1137,334,PRJ.ATT.2039.4.FE,
1138,334,PRJ.ATT.2039.4.MA,
1139,334,PRJ.ATT.2039.4.MF,
1140,334,PRJ.ATT.2039.NED.FE,
1141,334,PRJ.ATT.2039.NED.MA,
1142,334,PRJ.ATT.2039.NED.MF,
1143,334,PRJ.ATT.2039.S1.FE,
1144,334,PRJ.ATT.2039.1.FE,
1145,334,PRJ.ATT.2024.S1.MF,
1146,334,PRJ.ATT.2024.S1.MA,
1147,334,PRJ.ATT.2024.3.MA,
1148,334,PRJ.ATT.2024.1.MA,
1149,334,PRJ.ATT.2024.1.MF,
1150,334,PRJ.ATT.2024.2.FE,
1151,334,PRJ.ATT.60UP.1.FE,
1152,334,PRJ.ATT.2024.2.MF,
1153,334,PRJ.ATT.2024.3.FE,
1154,334,PRJ.ATT.2024.3.MF,
1155,334,PRJ.ATT.2024.S1.FE,
1156,334,PRJ.ATT.2024.4.FE,
1157,334,PRJ.ATT.2024.4.MA,
1158,334,PRJ.ATT.2024.4.MF,
1159,334,PRJ.ATT.2024.NED.FE,
1160,334,PRJ.ATT.2024.NED.MA,
1161,334,PRJ.ATT.2024.NED.MF,
1162,334,PRJ.ATT.4064.S1.MF,
1163,334,PRJ.ATT.80UP.3.MF,
1164,334,PRJ.ATT.60UP.1.MA,
1165,334,PRJ.ATT.60UP.2.FE,
1166,334,PRJ.POP.1519.S1.FE,
1167,334,PRJ.POP.1519.S1.MA,
1168,334,PRJ.POP.1519.S1.MF,
1169,334,PRJ.POP.2024.1.FE,
1170,334,PRJ.POP.2024.1.MA,
1171,334,PRJ.POP.2024.1.MF,
1172,334,PRJ.POP.2024.2.FE,
1173,334,PRJ.POP.2024.2.MA,
1174,334,PRJ.POP.2024.2.MF,
1175,334,PRJ.POP.2024.3.FE,
1176,334,PRJ.POP.2024.3.MA,
1177,334,PRJ.POP.2024.3.MF,
1178,334,PRJ.POP.2024.4.FE,
1179,334,PRJ.POP.2024.4.MA,
1180,334,PRJ.POP.2024.4.MF,
1181,334,PRJ.POP.2024.NED.FE,
1182,334,PRJ.POP.2024.NED.MA,
1183,334,PRJ.POP.1519.NED.MF,
1184,334,PRJ.POP.1519.NED.MA,
1185,334,PRJ.POP.1519.NED.FE,
1186,334,PRJ.POP.1519.1.MF,
1187,334,PRJ.MYS.65UP.FE,
1188,334,PRJ.MYS.65UP.MF,
1189,334,PRJ.MYS.80UP.FE,
1190,334,PRJ.MYS.80UP.MA,
1191,334,PRJ.MYS.80UP.MF,
1192,334,PRJ.POP.1519.1.FE,
1193,334,PRJ.POP.1519.1.MA,
1194,334,PRJ.POP.1519.2.FE,
1195,334,PRJ.POP.1519.4.MF,
1196,334,PRJ.POP.1519.2.MA,
1197,334,PRJ.POP.1519.2.MF,
1198,334,PRJ.POP.1519.3.FE,
1199,334,PRJ.POP.1519.3.MA,
1200,334,PRJ.POP.1519.3.MF,
1201,334,PRJ.POP.1519.4.FE,
1202,334,PRJ.POP.1519.4.MA,
1203,334,PRJ.POP.2024.NED.MF,
1204,334,PRJ.POP.2024.S1.FE,
1205,334,PRJ.POP.2024.S1.MA,
1206,334,PRJ.POP.ALL.4.FE,
1207,334,PRJ.POP.ALL.1.MF,
1208,334,PRJ.POP.ALL.2.FE,
1209,334,PRJ.POP.ALL.2.MA,
1210,334,PRJ.POP.ALL.2.MF,
1211,334,PRJ.POP.ALL.3.FE,
1212,334,PRJ.POP.ALL.3.MA,
1213,334,PRJ.POP.ALL.3.MF,
1214,334,PRJ.POP.ALL.4.MA,
1215,334,PRJ.POP.ALL.1.FE,
1216,334,PRJ.POP.ALL.4.MF,
1217,334,PRJ.POP.ALL.NED.FE,
1218,334,PRJ.POP.ALL.NED.MA,
1219,334,PRJ.POP.ALL.NED.MF,
1220,334,PRJ.POP.ALL.S1.FE,
1221,334,PRJ.POP.ALL.S1.MA,
1222,334,PRJ.POP.ALL.S1.MF,
1223,334,PRJ.POP.ALL.1.MA,
1224,334,PRJ.POP.2529.S1.MF,
1225,334,PRJ.POP.2024.S1.MF,
1226,334,PRJ.POP.2529.3.MA,
1227,334,PRJ.POP.2529.1.FE,
1228,334,PRJ.POP.2529.1.MA,
1229,334,PRJ.POP.2529.1.MF,
1230,334,PRJ.POP.2529.2.FE,
1231,334,PRJ.POP.2529.2.MA,
1232,334,PRJ.POP.2529.2.MF,
1233,334,PRJ.POP.2529.3.FE,
1234,334,PRJ.POP.2529.3.MF,
1235,334,PRJ.POP.2529.S1.MA,
1236,334,PRJ.POP.2529.4.FE,
1237,334,PRJ.POP.2529.4.MA,
1238,334,PRJ.POP.2529.4.MF,
1239,334,PRJ.POP.2529.NED.FE,
1240,334,PRJ.POP.2529.NED.MA,
1241,334,PRJ.POP.2529.NED.MF,
1242,334,PRJ.POP.2529.S1.FE,
1243,334,PRJ.MYS.60UP.MF,
1244,334,PRJ.MYS.60UP.MA,
1245,334,PRJ.MYS.60UP.FE,
1246,334,PRJ.ATT.80UP.NED.MF,
1247,334,PRJ.ATT.80UP.3.FE,
1248,334,PRJ.ATT.80UP.3.MA,
1249,334,PRJ.ATT.80UP.4.FE,
1250,334,PRJ.ATT.80UP.4.MA,
1251,334,PRJ.ATT.80UP.4.MF,
1252,334,PRJ.ATT.80UP.NED.FE,
1253,334,PRJ.ATT.80UP.NED.MA,
1254,334,PRJ.ATT.80UP.S1.FE,
1255,334,PRJ.ATT.80UP.2.MA,
1256,334,PRJ.ATT.80UP.S1.MA,
1257,334,PRJ.ATT.80UP.S1.MF,
1258,334,PRJ.ATT.ALL.1.FE,
1259,334,PRJ.ATT.ALL.1.MA,
1260,334,PRJ.ATT.ALL.1.MF,
1261,334,PRJ.ATT.ALL.2.FE,
1262,334,PRJ.ATT.ALL.2.MA,
1263,334,PRJ.ATT.80UP.2.MF,
1264,334,PRJ.ATT.80UP.2.FE,
1265,334,PRJ.ATT.ALL.3.FE,
1266,334,PRJ.ATT.60UP.4.MF,
1267,334,PRJ.ATT.60UP.2.MA,
1268,334,PRJ.ATT.60UP.2.MF,
1269,334,PRJ.ATT.60UP.3.FE,
1270,334,PRJ.ATT.60UP.3.MA,
1271,334,PRJ.ATT.60UP.3.MF,
1272,334,PRJ.ATT.60UP.4.FE,
1273,334,PRJ.ATT.60UP.4.MA,
1274,334,PRJ.ATT.60UP.NED.FE,
1275,334,PRJ.ATT.80UP.1.MF,
1276,334,PRJ.ATT.60UP.NED.MA,
1277,334,PRJ.ATT.60UP.NED.MF,
1278,334,PRJ.ATT.60UP.S1.FE,
1279,334,PRJ.ATT.60UP.S1.MA,
1280,334,PRJ.ATT.60UP.S1.MF,
1281,334,PRJ.ATT.80UP.1.FE,
1282,334,PRJ.ATT.80UP.1.MA,
1283,334,PRJ.ATT.ALL.2.MF,
1284,334,PRJ.ATT.ALL.3.MA,
1285,334,PRJ.MYS.4064.MF,
1286,334,PRJ.MYS.2529.FE,
1287,334,PRJ.MYS.2024.MF,
1288,334,PRJ.MYS.2039.FE,
1289,334,PRJ.MYS.2039.MA,
1290,334,PRJ.MYS.2039.MF,
1291,334,PRJ.MYS.2064.FE,
1292,334,PRJ.MYS.2064.MA,
1293,334,PRJ.MYS.2064.MF,
1294,334,PRJ.MYS.2529.MA,
1295,334,PRJ.MYS.2024.FE,
1296,334,PRJ.MYS.2529.MF,
1297,334,PRJ.MYS.25UP.FE,
1298,334,PRJ.MYS.25UP.GPI,
1299,334,PRJ.MYS.25UP.MA,
1300,334,PRJ.MYS.25UP.MF,
1301,334,PRJ.MYS.4064.FE,
1302,334,PRJ.MYS.4064.MA,
1303,334,PRJ.MYS.2024.MA,
1304,334,PRJ.MYS.15UP.MF,
1305,334,PRJ.ATT.ALL.3.MF,
1306,334,PRJ.ATT.ALL.S1.MA,
1307,334,PRJ.ATT.ALL.4.FE,
1308,334,PRJ.ATT.ALL.4.MA,
1309,334,PRJ.ATT.ALL.4.MF,
1310,334,PRJ.ATT.ALL.NED.FE,
1311,334,PRJ.ATT.ALL.NED.MA,
1312,334,PRJ.ATT.ALL.NED.MF,
1313,334,PRJ.ATT.ALL.S1.FE,
1314,334,PRJ.MYS.0T19.FE,
1315,334,PRJ.MYS.15UP.MA,
1316,334,PRJ.MYS.0T19.MA,
1317,334,PRJ.MYS.0T19.MF,
1318,334,PRJ.MYS.1519.FE,
1319,334,PRJ.MYS.1519.MA,
1320,334,PRJ.MYS.1519.MF,
1321,334,PRJ.MYS.15UP.FE,
1322,334,PRJ.MYS.15UP.GPI,
1323,334,PRJ.MYS.65UP.MA,
1324,334,PRJ.ATT.60UP.1.MF,
1325,333,OECD.TSAL.2.ETOP,"Top of scale salaries reported refer to the scheduled maximum annual salary of a full-time classroom teacher with the minimum training to be fully qualified for the job. Salaries are in equivalent USD converted using PPPs for private consumption. Statutory salaries refer to scheduled salaries according to official pay scales, while actual salaries refer to the average annual salary earned by a full-time teacher. The salaries reported are gross (total sum paid by the employer) less the employer’s contribution to social security and pension, according to existing salary scales. Salaries are “before tax”, i.e. before deductions for income tax. Teachers’ salaries are one component of teachers’ total compensation. Other benefits, such as regional allowances for teaching in remote areas, family allowances, reduced rates on public transport and tax allowances on the purchase of cultural materials, may also form part of teachers’ total remuneration. There are also large differences in taxation and social-benefits systems in OECD countries. All this should be borne in mind when comparing statutory salaries across countries. Data after 2009 is not comparable to data for 2009 and before due to changes in methodology. For more information, consult the OECD's Education at a Glance website: http://www.oecd.org/edu/eag.htm"
1326,331,UIS.TRTP.3.F,
1327,331,UIS.TRTP.3.M,
1328,331,OECD.TSAL.2.E15,"Salaries after 15 years of experience refer to the scheduled annual salary of a full-time classroom teacher with the minimum training necessary to be fully qualified plus 15 years of experience. Salaries are in equivalent USD converted using PPPs for private consumption. Statutory salaries refer to scheduled salaries according to official pay scales, while actual salaries refer to the average annual salary earned by a full-time teacher. The salaries reported are gross (total sum paid by the employer) less the employer’s contribution to social security and pension, according to existing salary scales. Salaries are “before tax”, i.e. before deductions for income tax. Teachers’ salaries are one component of teachers’ total compensation. Other benefits, such as regional allowances for teaching in remote areas, family allowances, reduced rates on public transport and tax allowances on the purchase of cultural materials, may also form part of teachers’ total remuneration. There are also large differences in taxation and social-benefits systems in OECD countries. All this should be borne in mind when comparing statutory salaries across countries. Data after 2009 is not comparable to data for 2009 and before due to changes in methodology. For more information, consult the OECD's Education at a Glance website: http://www.oecd.org/edu/eag.htm"
1329,330,OECD.TSAL.3.ETOP,"Top of scale salaries reported refer to the scheduled maximum annual salary of a full-time upper secondary classroom teacher (general programs only) with the minimum training to be fully qualified for the job. Salaries are in equivalent USD converted using PPPs for private consumption. Statutory salaries refer to scheduled salaries according to official pay scales, while actual salaries refer to the average annual salary earned by a full-time teacher. The salaries reported are gross (total sum paid by the employer) less the employer’s contribution to social security and pension, according to existing salary scales. Salaries are “before tax”, i.e. before deductions for income tax. Teachers’ salaries are one component of teachers’ total compensation. Other benefits, such as regional allowances for teaching in remote areas, family allowances, reduced rates on public transport and tax allowances on the purchase of cultural materials, may also form part of teachers’ total remuneration. There are also large differences in taxation and social-benefits systems in OECD countries. All this should be borne in mind when comparing statutory salaries across countries. Data after 2009 is not comparable to data for 2009 and before due to changes in methodology. For more information, consult the OECD's Education at a Glance website: http://www.oecd.org/edu/eag.htm"
1330,330,PRJ.ATT.ALL.S1.MF,
1331,329,UIS.T.4,
1332,328,OECD.TSAL.3.E15,"Salaries after 15 years of experience refer to the scheduled annual salary of a full-time upper secondary classroom teacher (general programs only) with the minimum training necessary to be fully qualified plus 15 years of experience. Salaries are in equivalent USD converted using PPPs for private consumption. Statutory salaries refer to scheduled salaries according to official pay scales, while actual salaries refer to the average annual salary earned by a full-time teacher. The salaries reported are gross (total sum paid by the employer) less the employer’s contribution to social security and pension, according to existing salary scales. Salaries are “before tax”, i.e. before deductions for income tax. Teachers’ salaries are one component of teachers’ total compensation. Other benefits, such as regional allowances for teaching in remote areas, family allowances, reduced rates on public transport and tax allowances on the purchase of cultural materials, may also form part of teachers’ total remuneration. There are also large differences in taxation and social-benefits systems in OECD countries. All this should be borne in mind when comparing statutory salaries across countries. Data after 2009 is not comparable to data for 2009 and before due to changes in methodology. For more information, consult the OECD's Education at a Glance website: http://www.oecd.org/edu/eag.htm"
1333,317,UIS.T.4.F,
1334,317,UIS.FTP.4,
1335,310,UIS.TRTP.2.GPI,
1336,307,SE.TER.GRAD.FE.OT.ZS,
1337,303,UIS.DR.2.GPV.G3.F,
1338,301,UIS.FOSGP.56.FUK.M,
1339,300,UIS.XUNIT.GDPCAP.4.FSGOV,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed as a percentage of GDP per capita. Divide total government expenditure for a given level of education (ex. primary, secondary) by total enrolment in that same level, divide again by GDP per capita, and multiply by 100. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
1340,299,UIS.XUNIT.US.4.FSGOV,
1341,296,UIS.XUNIT.USCONST.4.FSGOV,
1342,292,UIS.XUNIT.PPPCONST.4.FSGOV,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed in purchasing power parity (PPP) dollars at constant prices. The constant prices base year is normally three years before the year of the data release. Divide total government expenditure (in constant PPP$) for a given level of education (ex. primary, secondary) by total enrolment in that same level. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
1343,292,UIS.XUNIT.PPP.4.FSGOV,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed in nominal purchasing power parity (PPP) dollars. Divide total government expenditure (in PPP$) for a given level of education (ex. primary, secondary) by total enrolment in that same level. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
1344,291,UIS.E.6,
1345,290,UIS.TEP.6,
1346,290,UIS.FEP.4.GPV,
1347,289,UIS.GTVP.4.GPV,
1348,288,BAR.SCHL.6064.FE,"Average years of total schooling, 60-64, female is the average years of education completed among females age 60-64."
1349,288,BAR.SCHL.6569,"Average years of total schooling, 65-69, total is the average years of education completed among people age 65-69."
1350,288,BAR.SCHL.6064,"Average years of total schooling, 60-64, total is the average years of education completed among people age 60-64."
1351,288,BAR.NOED.1519.ZS,Percentage of population age 15-19 with no education
1352,288,BAR.SCHL.5559.FE,"Average years of total schooling, 55-59, female is the average years of education completed among females age 55-59."
1353,288,BAR.SCHL.6569.FE,"Average years of total schooling, 65-69, female is the average years of education completed among females age 65-69."
1354,288,BAR.SCHL.5559,"Average years of total schooling, 55-59, total is the average years of education completed among people age 55-59."
1355,288,BAR.SCHL.5054.FE,"Average years of total schooling, 50-54, female is the average years of education completed among females age 50-54."
1356,288,BAR.SCHL.5054,"Average years of total schooling, 50-54, total is the average years of education completed among people age 50-54."
1357,288,BAR.SCHL.7074,"Average years of total schooling, 70-74, total is the average years of education completed among people age 70-74."
1358,288,BAR.SCHL.4549.FE,"Average years of total schooling, 45-49, female is the average years of education completed among females age 45-49."
1359,288,BAR.SCHL.4549,"Average years of total schooling, 45-49, total is the average years of education completed among people age 45-49."
1360,288,BAR.PRM.SCHL.75UP.FE,"Average years of primary schooling, 75+, female is the average years of primary education completed among females over age 75."
1361,288,BAR.SCHL.3539,"Average years of total schooling, 35-39, total is the average years of education completed among people age 35-39."
1362,288,BAR.SCHL.4044.FE,"Average years of total schooling, 40-44, female is the average years of education completed among females age 40-44."
1363,288,BAR.PRM.SCHL.7074.FE,"Average years of primary schooling, 70-74, female is the average years of primary education completed among females age 70-74."
